brand,product_name,price,currency,source,url,timestamp,sold_count,crawl_date,crawl_hour
"['HP', 'ASUS', 'ACER', 'LENOVO', 'DELL', 'MSI', 'MACBOOK', 'GIGABYTE', 'SAMSUNG']",Laptop,14890000,VND,thegioididong,https://www.thegioididong.com/laptop#hmenuid40,2025-11-25 10:48:39,,2025-11-25,10
"['HP', 'ASUS', 'ACER', 'LENOVO', 'DELL', 'MSI', 'MACBOOK', 'GIGABYTE', 'SAMSUNG']",Laptop,14890000,VND,thegioididong,http://www.thegioididong.com/laptop,2025-11-25 10:48:39,,2025-11-25,10
"['HP', 'ASUS', 'ACER', 'LENOVO', 'DELL', 'MSI', 'MACBOOK', 'GIGABYTE', 'SAMSUNG']",Laptop,66690000,VND,thegioididong,https://www.thegioididong.com/laptop-48-gb,2025-11-25 10:48:40,,2025-11-25,10
"['HP', 'ASUS', 'ACER', 'LENOVO', 'DELL', 'MSI', 'MACBOOK', 'GIGABYTE', 'SAMSUNG']",Laptop,29390000,VND,thegioididong,https://www.thegioididong.com/laptop-snapdragon-x-plus,2025-11-25 10:48:40,,2025-11-25,10
['DELL'],"Laptop Dell 15 DC15250 - DC5I7748W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",20990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-dc5i7748w1,2025-11-25 10:48:40,8120.0,2025-11-25,10
['ASUS'],"Laptop Asus Vivobook S16 S3607QA - SH040WS (X1 26 100, 16GB, 512GB, WUXGA OLED, OfficeH24+365, Win11)",19490000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607qa-x1-26-100-sh040ws,2025-11-25 10:48:40,,2025-11-25,10
['MACBOOK'],Laptop MacBook Pro 14 inch M5 16GB/512GB,41990000,VND,thegioididong,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m5-16gb-512gb,2025-11-25 10:48:40,,2025-11-25,10
['ASUS'],"Laptop Asus Vivobook S16 S5606CA - RI114WS (Ultra 5 225H, 16GB, 512GB, 2.8K 120Hz, OfficeH24+365, Win11)",24990000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-vivobook-s-16-s5606ca-ultra-5-ri114ws,2025-11-25 10:48:40,80.0,2025-11-25,10
['LENOVO'],"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ANVN (i5 13450HX, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",24690000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i5-83dv01anvn,2025-11-25 10:48:40,1100.0,2025-11-25,10
['ASUS'],"Laptop Asus TUF Gaming A15 FA507NVR - LP007W (R7 7435HS, 16GB, 512GB, RTX 4060 8GB, Full HD 144Hz, Win11)",25490000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-fa507nvr-r7-lp007w,2025-11-25 10:48:40,6520.0,2025-11-25,10
"['HP', 'ASUS', 'ACER', 'LENOVO', 'DELL', 'MSI', 'MACBOOK', 'GIGABYTE', 'SAMSUNG']",Laptop,19590000,VND,thegioididong,https://www.thegioididong.com/laptop-120-hz,2025-11-25 10:48:40,,2025-11-25,10
['LENOVO'],"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000FVN (i7 13620H, 24GB, 512GB, WUXGA, Win11)",19690000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000fvn,2025-11-25 10:48:40,21000.0,2025-11-25,10
['ASUS'],"Laptop Asus Zenbook UX3405CA - PZ188WS (Ultra 7 255H, 32GB, 1TB, 3K OLED 120Hz, OfficeH24+365, Win11)",32990000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-zenbook-ux3405ca-ultra-7-255h-pz188ws,2025-11-25 10:48:41,30.0,2025-11-25,10
['DELL'],"Laptop Dell Inspiron 15 3520 - 71054775 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, KYHD, Win11)",15990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71054775,2025-11-25 10:48:42,5170.0,2025-11-25,10
['ACER'],Laptop Acer,149990000,VND,thegioididong,https://www.thegioididong.com/laptop-acer-predator,2025-11-25 10:48:42,,2025-11-25,10
['MSI'],"Laptop MSI Venture A15 AI A2HMG - 003VN (R7 260, 16GB, 512GB, Full HD 144Hz, Win11)",19690000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-venture-a15-ai-a2hmg-r7-003vn,2025-11-25 10:48:43,110.0,2025-11-25,10
['HP'],"Laptop HP 15 fd0015TU - A19C5PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",20090000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa,2025-11-25 10:48:43,46000.0,2025-11-25,10
