brand,product_name,price,currency,source,url,timestamp,sold_count,crawl_date,crawl_hour
['ACER'],"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R9M1 - NH.QPFSV.004 (R5 7535HS, 16GB, 512GB, RTX3050 6GB, Full HD 180Hz, Win11)",21690000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r9m1-r5-7535hs-nh-qpfsv-004,2025-11-23 12:24:08,610.0,2025-11-23,12
['ASUS'],"Laptop Asus Zenbook A14 UX3407QA - QD299WS (X1 26 100, 16GB/, 512GB, WUXGA OLED, OfficeH24+365, Win11)",27990000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws,2025-11-23 12:24:08,1280.0,2025-11-23,12
['ASUS'],"Laptop Asus Gaming V16 V3607VU - RP192W (Core 5 210H, 16GB, 512GB, RTX 4050 6GB, WUXGA 144Hz, Win11)",24690000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vu-core-5-rp192w,2025-11-23 12:24:08,2510.0,2025-11-23,12
['ASUS'],"Laptop Asus Vivobook S14 S3407CA - LY096WS (Ultra 7 255H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",23490000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-s3407ca-ultra-7-ly096ws,2025-11-23 12:24:08,1360.0,2025-11-23,12
['ACER'],"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 52 72BM - NH.QZ9SV.004 (i7 13620H, 16GB, 512GB, RTX5050 8GB, Full HD 180Hz, Win11)",29890000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-52-72bm-i7-13620h-nh-qz9sv-004,2025-11-23 12:24:09,320.0,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 16 5640 - N5640-C7U161W11IBU (Core 7 150U, 16GB, 1TB, Full HD+, OfficeHS, Win11)",24990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu,2025-11-23 12:24:12,8070.0,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 14 5440 - N5440-C5U165W11IBD2 (Core 5 120U, 16GB, 512GB, MX570A 2GB, 2.2K, OfficeHS, Win11)",24490000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-n5440c5u165w11ibd2,2025-11-23 12:24:13,1050.0,2025-11-23,12
['MSI'],"Laptop MSI Modern 15 F13MG - 667VN_16GB (i5 1334U, 16GB, 512GB, Full HD, Win11)",14680000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-modern-15-f13mg-i5-1334u-667vn-16gb,2025-11-23 12:24:13,730.0,2025-11-23,12
['ACER'],"Laptop Acer Gaming Nitro V ANV15 51 57B2 - NH.QN8SV.001 (i5 13420H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",23290000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001,2025-11-23 12:24:15,2760.0,2025-11-23,12
['ACER'],"Laptop Acer Aspire Lite 15 AL15 42P R8E6 - NX.D34SV.001 (R5 7430U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",12990000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r8e6-r5-7430u-nx-d34sv-001,2025-11-23 12:24:15,2280.0,2025-11-23,12
['DELL'],"Laptop Dell Latitude 3450 - 71058806 (i7 1355U, 16GB, 512GB, Full HD, Win11)",24490000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-latitude-3450-i7-71058806,2025-11-23 12:24:17,2490.0,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 15 3530 - N5I7216W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",20990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7216w1,2025-11-23 12:24:18,16000.0,2025-11-23,12
['DELL'],"Laptop Dell 15 DC15250 - 71071928 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",17490000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-71071928,2025-11-23 12:24:19,,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 15 3520 - 25P2315 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",18990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,2025-11-23 12:24:19,13000.0,2025-11-23,12
['HP'],"Laptop HP Gaming VICTUS 16 s0077AX - 8C5N6PA (R7 7840HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",22490000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa,2025-11-23 12:24:21,6080.0,2025-11-23,12
UNKNOWN,Card đồ họa rời là gì? Có nên mua laptop có card đồ họa rời không?,19990000,VND,thegioididong,https://www.thegioididong.com/hoi-dap/nen-mua-laptop-co-card-do-hoa-roi-nao-1181568,2025-11-23 12:24:04,,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 15 3530 - N3530-i7U161W11SLU-BL (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",21990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-bl,2025-11-23 12:24:24,1780.0,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 15 3530 - N3530-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",21990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530-i7u161w11slu,2025-11-23 12:24:26,6540.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo ThinkPad X1 Carbon - 21NX003BVN (Ultra 7 255H, 32GB, 1TB, 2.8K OLED 120Hz, Cảm ứng, Win11 Pro)",59690000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-oled-ultra-7-21nx003bvn,2025-11-23 12:24:27,30.0,2025-11-23,12
['ASUS'],"Laptop Asus TUF Gaming F15 FX507ZC4 - HN229W (i5 12500H, 16GB, 1TB, RTX 3050 4GB, Full HD 144Hz, Win11)",20490000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w,2025-11-23 12:24:27,29000.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Ideapad Slim 3 14IRH10 - 83K0000CVN (i5 13420H, 24GB, 512GB, WUXGA OLED, Win11)",18890000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-oled-14irh10-i5-83k0000cvn,2025-11-23 12:24:27,15000.0,2025-11-23,12
['ASUS'],"Laptop Asus Vivobook 15 X1504VA - BQ3394W (i3 1315U, 8GB, 512GB, Full HD, Win11)",12990000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i3-1315u-bq3394w,2025-11-23 12:24:27,,2025-11-23,12
['LENOVO'],"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00KUVN (R5 7235HS, 24GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",23890000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-loq-15arp9-r5-83jc00kuvn,2025-11-23 12:24:27,5420.0,2025-11-23,12
UNKNOWN,TOP 10 laptop gaming dưới 40 triệu cấu hình mạnh đáng sở hữu nhất,29190000,VND,thegioididong,https://www.thegioididong.com/hoi-dap/top-4-laptop-gaming-cau-hinh-cuc-chien-duoi-40-trieu-dang-1377060,2025-11-23 12:24:11,,2025-11-23,12
['ACER'],"Laptop Acer Aspire 16 AI A16 71M 59L5 - NX.J4YSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)",17690000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001,2025-11-23 12:24:29,3890.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo ThinkBook 14 G8 - 21SG007SVN (Core 5 210H, 16GB, 512GB, WUXGA, Win11)",20790000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g8-core-5-210h-21sg007svn,2025-11-23 12:24:29,560.0,2025-11-23,12
['HP'],"Laptop HP OmniBook X Flip 14 fk0092AU - BZ7P5PA (R5 AI 340, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",26990000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-omnibook-x-flip-14-fk0092au-r5-ai-340-bz7p5pa,2025-11-23 12:24:31,,2025-11-23,12
['MSI'],"Laptop MSI Gaming Katana 15 HX B14WEK - 027VN (i7 14650HX, 32GB, 512GB, RTX5050 8GB, QHD 165Hz, Win11)",34690000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wek-i7-14650hx-027vn,2025-11-23 12:24:31,130.0,2025-11-23,12
['HP'],"Laptop HP Pavilion 16 af0053TU - AY8C2PA (Ultra 7 155U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)",22090000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-pavilion-16-af0053tu-ultra-7-ay8c2pa,2025-11-23 12:24:32,6140.0,2025-11-23,12
['DELL'],"Laptop Dell 15 DC15250 - CPH997 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365B, Win11)",21990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-cph997,2025-11-23 12:24:40,160.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10R - 83J0006CVN (Core 5 210H, 32GB, 1TB, WUXGA OLED, Win11)",23190000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10r-core-5-83j0006cvn,2025-11-23 12:24:43,190.0,2025-11-23,12
['HP'],"Laptop HP 15 fd0235TU - 9Q970PA_120U (Core 5 120U, 16GB, 512GB, Full HD, Win11)",16790000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-15-fd0235tu-core-5-120u-9q970pa-120u,2025-11-23 12:24:43,7900.0,2025-11-23,12
['MSI'],"Laptop MSI Gaming Thin 15 B13UC - 1411VN_16GB (i7 13620H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",20290000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-thin-15-b13uc-i7-13620h-1411vn-16gb,2025-11-23 12:24:43,1450.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo ThinkPad T14s - 21R1000AVN (Ultra 7 255H, 32GB, 512GB, WUXGA, Win11 Pro)",43590000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-ultra-7-21r1000avn,2025-11-23 12:24:44,40.0,2025-11-23,12
['HP'],"Laptop HP Pavilion X360 14 ek2013TU - 9Z2V4PA (Core 7 150U, 16GB, 512GB, Full HD, Cảm ứng, Win11)",23990000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2013tu-core-7-9z2v4pa,2025-11-23 12:24:44,1840.0,2025-11-23,12
['ACER'],"Laptop Acer Aspire 3 A314 42P R3B3 - NX.KSFSV.001 (R7 5700U, 16GB, 512GB, WUXGA, Win11)",12690000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,2025-11-23 12:24:45,39000.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo ThinkBook 14 G7 - 21MR0070VN (Ultra 7 155U, 32GB, 1TB, WUXGA, Win11)",28090000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g7-ultra-7-21mr0070vn,2025-11-23 12:24:45,960.0,2025-11-23,12
['HP'],"Laptop HP Gaming VICTUS 16 s0173AX - A9LG9PA (R5 7640HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",19690000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa,2025-11-23 12:24:46,4030.0,2025-11-23,12
['ACER'],"Laptop Acer Aspire Lite 15 AL15 42P R86Y - NX.D3QSV.003 (R7 7730U, 16GB, 512GB, Full HD, Win11)",14490000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r86y-r7-7730u-nxd3qsv003,2025-11-23 12:24:46,290.0,2025-11-23,12
['MSI'],"Laptop MSI Gaming Thin 15 B13UCX - 2080VN (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",16690000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-thin-15-b13ucx-i5-2080vn,2025-11-23 12:24:46,8110.0,2025-11-23,12
['HP'],"Laptop HP 245 G10 - B8PF9AT (R5 7530U, 8GB, 512GB, Full HD, Win11)",12590000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-245-g10-r5-b8pf9at,2025-11-23 12:24:47,19000.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo ThinkBook 14 - 21MR0072VN (Ultra 7 155U, 16GB, 512GB, WUXGA, Win11)",25090000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21mr0072vn,2025-11-23 12:24:48,980.0,2025-11-23,12
['MSI'],"Laptop MSI Gaming Bravo 15 B7ED - 010VN (R5 7535HS, 16GB, 512GB, RX 6550M 4GB, Full HD 144Hz, Win11)",17190000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,2025-11-23 12:24:49,15000.0,2025-11-23,12
['HP'],"Laptop HP Pavilion 16 af0052TU - AY8C1PA (Ultra 7 155U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",22990000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-pavilion-16-af0052tu-ultra-7-ay8c1pa,2025-11-23 12:24:49,3020.0,2025-11-23,12
['HP'],"Laptop HP Pavilion 16 af0054TU - AY8C3PA (Ultra 5 125U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",20890000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-pavilion-16-af0054tu-ultra-5-ay8c3pa,2025-11-23 12:24:49,1990.0,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 15 3530 - 71053696 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, KYHD, Win11)",17490000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71053696,2025-11-23 12:24:50,3900.0,2025-11-23,12
['ACER'],"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R7CR - NH.QPESV.003 (R5 7535HS, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",24690000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs-nh-qpesv-003,2025-11-23 12:24:50,300.0,2025-11-23,12
['MSI'],"Laptop MSI VenturePro 16 AI A1VEG - 003VN (Ultra 7 155H, 16GB, 512GB, RTX 4050 6GB, 2K OLED 120Hz, Win11)",33690000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-venturepro-16-ai-a1veg-ultra-7-003vn,2025-11-23 12:24:50,20.0,2025-11-23,12
['ASUS'],"Laptop Asus Vivobook 16 X1605VA - MB1875WS (i7 13620H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",17990000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i7-mb1875ws,2025-11-23 12:24:52,10000.0,2025-11-23,12
['ACER'],"Laptop Acer Aspire Lite AL14 52M 54CJ - NX.J39SV.002 (i5 1334U, 16GB, 512GB, WUXGA, Win11)",14490000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-aspire-lite-al14-52m-54cj-i5-nxj39sv002,2025-11-23 12:24:52,24000.0,2025-11-23,12
['MACBOOK'],Laptop MacBook Pro 16 inch M4 Max 36GB/1TB,89490000,VND,thegioididong,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-max-36gb-1tb,2025-11-23 12:24:53,300.0,2025-11-23,12
['ASUS'],"Laptop Asus Zenbook 14 UX3405CA - PZ204WS (Ultra 9 285H, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeH24+365, Win11)",34990000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-9-pz204ws,2025-11-23 12:24:53,2530.0,2025-11-23,12
['HP'],"Laptop HP 15 fd0015TU - A19C5PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",20090000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa,2025-11-23 12:24:54,46000.0,2025-11-23,12
['HP'],"Laptop HP Envy X360 14 fa0050AU - A29H8PA (R5 8640HS, 16GB, 512GB, 2.8K OLED, Cảm ứng, Win11)",25890000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,2025-11-23 12:24:55,3080.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Gaming Legion 5 15IRX10 - 83LY00A6VN (i7 14700HX, 24GB, 512GB, RTX 5050 8GB, WQXGA OLED 165Hz, OfficeH24, Win11)",38290000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-legion-5-15irx10-i7-83ly00a6vn,2025-11-23 12:24:55,1080.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Gaming LOQ 15IAX9E - 83LK0079VN (i5 12450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",20290000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk0079vn,2025-11-23 12:24:55,17000.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00M3VN (R5 7235HS,16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",22890000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp9-r5-83jc00m3vn,2025-11-23 12:24:55,530.0,2025-11-23,12
['HP'],"Laptop HP OmniBook 5 Flip 14 fp0055TU - BZ7Q4PA (Core 7 150U, 24GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",27890000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-omnibook-5-flip-14-fp0055tu-core-7-150u-bz7q4pa,2025-11-23 12:24:56,,2025-11-23,12
['ASUS'],"Laptop Asus Gaming ROG Strix G615JMR - S5155W (i7 14650HX, 32GB, 1TB, RTX5060 8GB, 2.5K 240Hz, Win11)",42690000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-g615jmr-i7-14650hx-s5155w,2025-11-23 12:24:56,210.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Yoga Slim 7 15ILL9 - 83HM000GVN (Ultra 7 258V, 32GB, 1TB, 2.8K 120Hz, Cảm ứng, OfficeHS, Win11)",39990000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn,2025-11-23 12:24:57,60.0,2025-11-23,12
['ACER'],"Laptop Acer Aspire 5 A514 56P 54TN - NX.KHRSV.004 (i5 1335U, 8GB, 512GB, WUXGA, Win11)",12290000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004,2025-11-23 12:24:58,5020.0,2025-11-23,12
['MSI'],"Laptop MSI Gaming Cyborg 15 AI A1VEK - 053VN (Ultra 7 155H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",28690000,VND,thegioididong,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,2025-11-23 12:24:58,350.0,2025-11-23,12
UNKNOWN,Tiêu chí chọn laptop đồ họa cho dân thiết kế và kỹ thuật chuẩn nhất,27990000,VND,thegioididong,https://www.thegioididong.com/hoi-dap/cach-chon-laptop-de-su-dung-thiet-ke-do-hoa-va-ky-1022621,2025-11-23 12:24:40,,2025-11-23,12
['HP'],"Laptop HP Pavilion X360 14 ek2027TU - 9Z2V9PA (Core 7 150U, 16GB, 512GB, Full HD, Cảm ứng, Win11)",24190000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa,2025-11-23 12:24:59,11000.0,2025-11-23,12
['ASUS'],"Laptop Asus Vivobook 15 OLED A1505VA - MA570WS (i7 13620H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",20490000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-vivobook-a1505va-i7-ma570ws,2025-11-23 12:24:59,3960.0,2025-11-23,12
['ACER'],"Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP - NH.QFHSV.001 (i5 12500H, 8GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",18690000,VND,thegioididong,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001,2025-11-23 12:24:59,15000.0,2025-11-23,12
['MACBOOK'],Laptop MacBook Air 15 inch M4 16GB/256GB,29990000,VND,thegioididong,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb,2025-11-23 12:25:00,7730.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Gaming Legion 5 15IRX10 - 83LY00HYVN (i7 14700HX, 16GB, 1TB, RTX 5050 8GB, WQXGA 165Hz, OfficeH24, Win11)",39290000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15irx10-i7-14700hx-83ly00hyvn,2025-11-23 12:25:01,330.0,2025-11-23,12
['ASUS'],"Laptop Asus Gaming V16 V3607VH - RP084W (Core 5 210H, 16GB, 512GB, RTX 5050 8GB, WUXGA 144Hz, Win11)",26490000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vh-core-5-210h-rp084w,2025-11-23 12:25:01,630.0,2025-11-23,12
['MACBOOK'],Laptop MacBook Air 13 inch M2 16GB/256GB,19690000,VND,thegioididong,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb,2025-11-23 12:25:02,104000.0,2025-11-23,12
['DELL'],"Laptop Dell Inspiron 15 3520 - 25P231 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",15990000,VND,thegioididong,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,2025-11-23 12:25:02,146000.0,2025-11-23,12
['HP'],"Laptop HP Elitebook 635 Aero G11 - A8WS6PT (R5 8640U, 16GB, 512GB, WUXGA, Win11)",23190000,VND,thegioididong,https://www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r5-a8ws6pt,2025-11-23 12:25:02,1550.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Yoga Slim 7 OLED 14ILL10 - 83JX0037VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",36990000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-oled-14ill10-ultra-7-83jx0037vn,2025-11-23 12:25:03,260.0,2025-11-23,12
['LENOVO'],"Laptop Lenovo Gaming Legion 5 15AHP10 - 83M0002XVN (R7 260/24GB, 24GB, 512GB, RTX 5050 8GB, WQXGA OLED 165Hz,OfficeH24, Win11)",37290000,VND,thegioididong,https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15ahp10-r7-260-24gb-83m0002xvn,2025-11-23 12:25:03,,2025-11-23,12
['ASUS'],"Laptop Asus Vivobook Go 15 E1504FA - NJ776W (R5 7520U, 16GB, 512GB, Full HD, Win11)",12690000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w,2025-11-23 12:25:04,268000.0,2025-11-23,12
['ASUS'],"Laptop Asus Vivobook 15 OLED A1505VA - MA515WS (i5 13420H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",17990000,VND,thegioididong,https://www.thegioididong.com/laptop/asus-vivobook-a1505va-i5-ma515ws,2025-11-23 12:25:04,13000.0,2025-11-23,12
